slug;typeCommunecter;tags;url;shortDescription;image;description;__recordKey__;email;address;geo;@type;name;geo_latitude;geo_longitude;geometrie;url_communecter;address_addresslocality;address_codeinsee;address_postalcode;address_streetaddress
centreSocialLaMaisonDuGrandCerf;Group;"En fonctionnement;Médiation;TiersLieux";"{""website"": ""http://www.maisoncerf.fr/espacemultimedia.html"", ""communecter"": ""https://www.communecter.org/#@centreSocialLaMaisonDuGrandCerf"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41656240bb4e913e0e4c4f""}";"""";;"http://www.maisoncerf.fr/espacemultimedia.html""";5d41656240bb4e913e0e4c4f;cyberespace@maisoncerf.fr;"{""addressCountry"": ""FR"", ""addressLocality"": ""RONCHIN"", ""streetAddress"": ""5 Rue Vincent Auriol"", ""postalCode"": ""59790"", ""codeInsee"": ""59507"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.595449"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.091788""}";Organization;Centre social la maison du Grand Cerf;50.595449;3.091788;50.595449,3.091788;https://www.communecter.org/#@centreSocialLaMaisonDuGrandCerf;RONCHIN;59507;59790;5 Rue Vincent Auriol
cyberbaseDeRonchin;Group;"En fonctionnement;Médiation;TiersLieux";"{""website"": ""http://www.ville-ronchin.info/"", ""communecter"": ""https://www.communecter.org/#@cyberbaseDeRonchin"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41656340bb4e913e0e4c54""}";"""";;"http://www.ville-ronchin.info/""";5d41656340bb4e913e0e4c54;cyberbase@ville-ronchin.fr;"{""addressCountry"": ""FR"", ""addressLocality"": ""RONCHIN"", ""streetAddress"": ""8 Place du Général de Gaulle"", ""postalCode"": ""59790"", ""codeInsee"": ""59507"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.6032189"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.0912917""}";Organization;Cyberbase de Ronchin;50.6032189;3.0912917;50.6032189,3.0912917;https://www.communecter.org/#@cyberbaseDeRonchin;RONCHIN;59507;59790;8 Place du Général de Gaulle
cybercentre2;Group;"En fonctionnement;Médiation;TiersLieux";"{""website"": ""http://www.wervicq-sud.com/vie-pratique/culture-et-sport/le-cybercentre.htmlhttp://www.wervicq-sud.com/vie-pratique/culture-et-sport/le-cybercentre.html"", ""communecter"": ""https://www.communecter.org/#@cybercentre2"", ""api"": ""https://www.communecter.org/api/organization/get/id/5d41656640bb4e913e0e4ccf""}";"""";;"http://www.wervicq-sud.com/vie-pratique/culture-et-sport/le-cybercentre.htm""";5d41656640bb4e913e0e4ccf;cyberwervicq@nordnet.fr;"{""addressCountry"": ""FR"", ""addressLocality"": ""WERVICQ SUD"", ""streetAddress"": ""13 Avenue Pasteur"", ""postalCode"": ""59117"", ""codeInsee"": ""59656"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.768373"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.053337""}";Organization;Cybercentre;50.768373;3.053337;50.768373,3.053337;https://www.communecter.org/#@cybercentre2;WERVICQ SUD;59656;59117;13 Avenue Pasteur
laMaisonDalfred1;NGO;"Coworking;Cuisine;Espace détente;Association;En fonctionnement;Plus de 200m2;TiersLieux";"{""website"": ""https://lamaisondalfred.fr/"", ""communecter"": ""https://www.communecter.org/#@laMaisonDalfred1"", ""api"": ""https://www.communecter.org/api/organization/get/id/5dc1df7c690864ef298b45b1""}";;https://opendata.lillemetropole.fr/api/v2/catalog/datasets/reseau-de-tiers-lieux-de-la-mel/files/6eeba4c5d295393516d61309d34cbf9e;“J’ai voulu créer un espace inspirant pour les femmes, les hommes et les organisations, qu’ils puissent à la fois se ressourcer, y travailler et faire émerger leur créativité tout cela dans un cadre beau, convivial et apaisant, l’idée est que vous vous sentiez vraiment chez vous ! Bienvenue à la maison.”;5dc1df7c690864ef298b45b1;contact@lamaisondalfred.fr;"{""addressCountry"": ""FR"", ""addressLocality"": ""ROUBAIX"", ""streetAddress"": ""23 Boulevard du Général Leclerc"", ""postalCode"": ""59100"", ""codeInsee"": ""undefined"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.688409"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.175862""}";Organization;La Maison d’Alfred;50.688409;3.175862;50.688409,3.175862;https://www.communecter.org/#@laMaisonDalfred1;ROUBAIX;undefined;59100;23 Boulevard du Général Leclerc
laSoufflerie;NGO;"Accompagnement de projets;Atelier;Coworking;Espace à louer;Salle de réunion;Télétravail;Cuisine;Association;En fonctionnement;Plus de 200m2;TiersLieux";"{""website"": ""https://www.lesouffledunord.com/la-soufflerie/"", ""communecter"": ""https://www.communecter.org/#@laSoufflerie"", ""api"": ""https://www.communecter.org/api/organization/get/id/5dc1e8fb690864c4708b45cd""}";Lieu inspirant, de rencontres et de partages, lieu « ressource » destiné à développer l’engagement sur le territoire. Coworking, évènements;https://opendata.lillemetropole.fr/api/v2/catalog/datasets/reseau-de-tiers-lieux-de-la-mel/files/015462e76072b02ce56900ed36169f45;"QU’EST-CE QU’ON Y FAIT ?
On y trouve des inspirations, des envies, des besoins, des histoires, des trajectoires, des questions… la détermination de ceux qui croient et qui agissent

On y rencontre des jeunes, des moins jeunes… et leurs valeurs !

On y entre librement… par conviction, déterminé, ou par curiosité, avec la simple et modeste envie d’être utile au monde.

On y présente ses projets et on reçoit des retours constructifs, enthousiastes

On y trouve des occasions de se mettre en action… soi-même ou avec nos collaborateurs, amis, famille

On y travaille, on rêve, on agit !

On y trouve des compétences, du matériel, de la joie et de l’énergie.

On y est chez nous et on s’y sent bien !

On y bronze, on y chante, on y danse, on y mange ce qu’on partage, et on y boit (de la Soufflette ! 😁)

On y trouve les sourires, et l’énergie de ceux qui font et qui agissent, la collusion des moyens, mis en commun…
Le Souffle du Nord !";5dc1e8fb690864c4708b45cd;vmulliez@lesouffledunord.com;"{""addressCountry"": ""FR"", ""addressLocality"": ""MARCQ EN BAROEUL"", ""streetAddress"": ""34 rue de la Haute Loge"", ""postalCode"": ""59700"", ""codeInsee"": ""undefined"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.673738"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.08811""}";Organization;La Soufflerie;50.673738;3.08811;50.673738,3.08811;https://www.communecter.org/#@laSoufflerie;MARCQ EN BAROEUL;undefined;59700;34 rue de la Haute Loge
beSquare;LocalBusiness;"TiersLieux;Coworking;affaires;entrepreneuriat;Partage;Collaboration;En fonctionnement;Salle de réunion;Business;Domiciliation;Télétravail;domiciliation";"{""website"": ""http://www.besquare-roubaix.fr/"", ""communecter"": ""https://www.communecter.org/#@beSquare"", ""api"": ""https://www.communecter.org/api/organization/get/id/57adaca740bb4eb01c8a6a13""}";<h3>DE LA FLEXIBILITÉ, DE L’ENTHOUSIASME ET DU BON SENS !</h3><p><br></p><p><br></p><br>;https://opendata.lillemetropole.fr/api/v2/catalog/datasets/reseau-de-tiers-lieux-de-la-mel/files/f7c2220a84b73bd55848d976fa6716cf;"Vous êtes une PME, une TPE ou un travailleur indépendant (auto-entrepreneur) ? Vous recherchez un centre d'affaires sur Lille ? Pour y exercer votre activité professionnelle à court, moyen ou long terme ? Be Square est fait pour vous !  

**Le lieu :**  
• Un espace de coworking, des bureaux partagés et des bureaux privatifs sur une surface totale  
de 2000m 2 dans une usine rénovée  
• Plusieurs salles de réunion  
• Une assistante de direction est là pour vous accueillir ou pour accueillir vos partenaires  
• Un espace cocooning avec canapé et magazines  
• Un espace détente avec cuisine et table haute ainsi qu’un espace loisirs type flipper et borne  
d’arcade  
• Situation en zone franche  
• Domiciliation possible  

**Tarifs :**  
• L'espace de coworking :  
◦ 1 an / 50h = 249€  
◦ 1 mois / illimité = 249€  
◦ 10h / an = 99€  
• Les bureau partagés : 350€ / mois  
• Les bureaux privés avec domiciliation = 500€ / mois  
• La location d'un salle de réunion : à partir de 19€ / heure  
• Ouvert du lundi au vendredi de 9h à 18h  

**Animations :**  
• 1 animation par mois environ : il s'agit soit d'un petit déjeuner, soit d'un déjeuner avec les  
voisins ou d'apéritifs. Thèmes des rencontres : levée de fonds, zone franche, stratégie,  
commerce connecté, travail collaboratif, parcours du dirigeant etc.  
• Afterworks sans thème juste pour se rencontrer et échanger  
→ Tout est gratuit.  

**Le profil des coworkers :**  
• Free-lance ou TPE en développement qui veulent recevoir leurs clients et partenaires de  
manière professionnelle, qui veulent rompre avec l’isolement et souhaitent se concentrer sur  
leur business  
• Secteur : créatif cherchant un lieu inspirant, tous secteurs confondus";57adaca740bb4eb01c8a6a13;avanoye@besquare-roubaix.com;"{""addressCountry"": ""FR"", ""addressLocality"": ""ROUBAIX"", ""streetAddress"": ""62 avenue Jean Baptiste Lebas"", ""postalCode"": ""59100"", ""codeInsee"": ""59512"", ""@type"": ""PostalAddress""}";"{""latitude"": 50.6924934, ""@type"": ""GeoCoordinates"", ""longitude"": 3.1709603}";Organization;BE SQUARE;50.6924934;3.1709603;50.6924934,3.1709603;https://www.communecter.org/#@beSquare;ROUBAIX;59512;59100;62 avenue Jean Baptiste Lebas
cofactory;LocalBusiness;"TiersLieux;Coworking;Salle de réunion;Cuisine à disposition;Business;Télétravail;Plus de 200m2;En fonctionnement;économie collaborative;collaboration;Domiciliation;Accompagnement de projet";"{""website"": ""http://co-factory.fr/"", ""communecter"": ""https://www.communecter.org/#@cofactory"", ""api"": ""https://www.communecter.org/api/organization/get/id/57adb59040bb4ec11d8a6a1d""}";<p>L'indépendance partagée !</p><br>;https://opendata.lillemetropole.fr/api/v2/catalog/datasets/reseau-de-tiers-lieux-de-la-mel/files/fcbf6ddb663e5ddfc952e941cb2bfcfe;Nous avons conçu Co-Factory comme un espace ressource pour les entrepreneurs et les entreprises. C'est à la fois un lieu pour travailler, pour échanger avec d'autres professionnels de tous secteurs d'activité et pour développer ses compétences. Nous apportons une approche collaborative qui permer aux coworkers de fonder une communauté soudée qui s'entraide et qui a l'habitude de travailler ensemble. Fort de notre expérience en travail collaboratif, nous apportons aujourd'hui notre expertise aux entreprises de la métropole lilloise qui veulent faire évoluer leurs modes de fonctionnement.;57adb59040bb4ec11d8a6a1d;;"{""addressCountry"": ""FR"", ""addressLocality"": ""LILLE"", ""streetAddress"": ""677 Avenue de la République"", ""postalCode"": ""59800"", ""codeInsee"": ""59350"", ""@type"": ""PostalAddress""}";"{""latitude"": 50.654167757373, ""@type"": ""GeoCoordinates"", ""longitude"": 3.0843901634216}";Organization;CO-FACTORY;50.654167757373;3.0843901634216;50.6541677574,3.08439016342;https://www.communecter.org/#@cofactory;LILLE;59350;59800;677 Avenue de la République
insitaction;LocalBusiness;"TiersLieux;Coworking;Espace détente;Cuisine;Salle de bain;Jardin;Entre 60 et 200m2;Salle de réunion";"{""website"": ""insitaction.com"", ""communecter"": ""https://www.communecter.org/#@insitaction"", ""api"": ""https://www.communecter.org/api/organization/get/id/57bef60d40bb4e1c64f5aa5c""}";;;"Vous êtes porteur de projet, indépendant, créateur d’entreprise ou chef d’entreprise **dans les nouvelles technologies ou l’e commerce,** nous vous proposons un espace de travail collaboratif à Lille en plein cœur du quartier d**’Euratechnologie**.

Au dela de l’espace, nous souhaitons développer un nouveau genre de location d’entreprise, de **colocation en mode coworking**, dans un esprit de **coopération** et de **mutualisation**. Nous voulons nous inscrire avec nos futurs partenaires dans une démarche **d’innovation sociale et numérique**. Il s’agit bien d’initier une nouvelle façon de travailler qui s’appuie sur la diversité, la complémentarité et la délégation des tâches administratives contre productives pour **faire avancer votre projet et votre entreprise dans les meilleures conditions.**

L’espace  
-  **300m² soigneusement aménagé** et situé en plein cœur du quartier d’Euratechnologie  
- Un accès au réseau Wifi  
- Une salle de réunion  
- Du café  
- Une salle de détente  
- Une cuisine  
- Une salle de bain pour les sportifs  
- Un jardin intérieur

L’adresse  
22 rue de Bergues à Lille  
Métro : Bois Blanc  
Station V Lille à 50m

L’horaire  
De 9H à 20H

Les services complémentaires sur demande  

L’accompagnement

**- Bénéficiez de l’accompagnement de professionnels de l’industrie digitale pour faire avancer votre projet et votre entreprise !**  
- Profitez de notre réseau pour finaliser et faire avancer votre projet !  

Les services administratifs  
- Courrier  
- Accueil téléphonique  
- Facturation client et fournisseur  
- Comptabilité générale  
- Les forfaits proposés **Nomade : 199€TTC**  
   - Domiciliation  
   - Café, thé, eau, et wifi à volonté !  
   - Salle de réunion à disposition  
   **Résident : 999€TTC**  
   - Café, thé, eau, salle de réunion et wifi à volonté !  
   - Bureau de 80 m²  
   - Salle de réunion à disposition-";57bef60d40bb4e1c64f5aa5c;contact@insitaction.com;"{""addressCountry"": ""FR"", ""addressLocality"": ""LILLE"", ""streetAddress"": ""22 rue de bergues"", ""postalCode"": ""59000"", ""codeInsee"": ""59350"", ""@type"": ""PostalAddress""}";"{""latitude"": 50.634791442432, ""@type"": ""GeoCoordinates"", ""longitude"": 3.0283212661743}";Organization;INSITACTION;50.634791442432;3.0283212661743;50.6347914424,3.02832126617;https://www.communecter.org/#@insitaction;LILLE;59350;59000;22 rue de bergues
loutilCommun;NGO;"TiersLieux;Atelier;Espace à louer;Entre 60 et 200m2;Tiers-Lieux";"{""website"": ""https://www.facebook.com/loutilcommun/"", ""communecter"": ""https://www.communecter.org/#@loutilCommun"", ""api"": ""https://www.communecter.org/api/organization/get/id/5891fd0b40bb4e326509c4c9""}";<p><b>L'outil Commun</b> est un atelier de Co Working Multi disciplinaire.</p><p><br></p>;https://opendata.lillemetropole.fr/api/v2/catalog/datasets/reseau-de-tiers-lieux-de-la-mel/files/0f6670bf8bb7185a80ad39790f2b346c;"Vous souhaitez rejoindre un groupe d’entrepreneurs manuel et partager vos compétences dans un esprit collaboratif ?  

Vous étes passionné de bricolage et vous souhaitez transmettre votre savoir faire?

**L’outil commun, qu’est ce que c’est ?**  
- Un nouvel atelier de CO WORKING  
- Un espace de 100m2 au cœur de la ville

**L’outil commun, qu’est ce qu’on y fait ?**  
- On y exerce son métier  
- On y partage ses outils (mise en commun des investissements, achats,groupés et ou commun

- On y partage ses compétences (projets communs, cours, stages)

- On y organise des évènements pour se faire connaître et partager son réseau

**L’outil commun, qui y vient ?**  
- Des artisans qui ne veulent pas travailler seuls et qui ont besoin d’espace  
- Des créatifs, des associations ayant besoin d’un espace pour dispenser des formations manuelles

- Des particuliers désirant développer un talent manuel";5891fd0b40bb4e326509c4c9;loutil.commun@gmail.com;"{""addressCountry"": ""FR"", ""addressLocality"": ""LA MADELEINE"", ""streetAddress"": ""Rue faidherbe"", ""postalCode"": ""59110"", ""codeInsee"": ""59368"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.65211348469932"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.077394962310791""}";Organization;L'outil Commun;50.65211348469932;3.077394962310791;50.6521134847,3.07739496231;https://www.communecter.org/#@loutilCommun;LA MADELEINE;59368;59110;Rue faidherbe
tierslieuFivesCailLaloco;LocalBusiness;"TiersLieux;Accompagnement de projets;Coworking;Salle de réunion;Catalyst;Espace à louer;Bar participatif;Business";"{""website"": ""http://www.co-porteurs.fr/tiers-lieu-fcb/"", ""communecter"": ""https://www.communecter.org/#@tierslieuFivesCailLaloco"", ""api"": ""https://www.communecter.org/api/organization/get/id/58cfaf6540bb4e7709e8e609""}";;https://opendata.lillemetropole.fr/api/v2/catalog/datasets/reseau-de-tiers-lieux-de-la-mel/files/9d9b365366c98b38a560d4ec47f4852f;Tiers lieu accueillant des bureaux, des commerces responsables, des salles de réunions et à louer;58cfaf6540bb4e7709e8e609;laurent.courouble@co-porteurs.org;"{""addressCountry"": ""FR"", ""addressLocality"": ""LILLE"", ""streetAddress"": ""passage de l'internationale"", ""postalCode"": ""59800"", ""codeInsee"": ""59350"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.6264343019038"", ""@type"": ""GeoCoordinates"", ""longitude"": ""3.0943679809570312""}";Organization;TiersLieu Fives Cail LaLOCO;50.6264343019038;3.0943679809570312;50.6264343019,3.09436798096;https://www.communecter.org/#@tierslieuFivesCailLaloco;LILLE;59350;59800;passage de l'internationale
leTraitDunion;Group;"coworking;TiersLieux;communuaté;partage de savoirs et savoirs faires";"{""website"": ""https://www.worklys.fr"", ""communecter"": ""https://www.communecter.org/#@leTraitDunion"", ""api"": ""https://www.communecter.org/api/organization/get/id/59d6290c40bb4e094adcd113""}";Un projet qui se construit en mode collaboratif au service des usagers d'un territoire;https://opendata.lillemetropole.fr/api/v2/catalog/datasets/reseau-de-tiers-lieux-de-la-mel/files/2162d42b5856fa5f69069d4dd20cbf60;;59d6290c40bb4e094adcd113;aymeric.bondelu@worklys.fr;"{""postalCode"": ""59280"", ""addressLocality"": ""ARMENTIERES"", ""codeInsee"": ""59017"", ""addressCountry"": ""FR"", ""@type"": ""PostalAddress""}";"{""latitude"": ""50.66873900"", ""@type"": ""GeoCoordinates"", ""longitude"": ""2.87432000""}";Organization;wOrk'Lys;50.66873900;2.87432000;50.668739,2.87432;https://www.communecter.org/#@leTraitDunion;ARMENTIERES;59017;59280;
plaineImages;Group;"incubateur;TiersLieux;Cuisine à disposition;coworking;Télétravail;Plus de 200m2;En fonctionnement;Business;Domiciliation;Accompagnement de projet";"{""website"": ""www.plaine-images.fr"", ""communecter"": ""https://www.communecter.org/#@plaineImages"", ""api"": ""https://www.communecter.org/api/organization/get/id/56a9d6492b171f31ef61a2c4""}";<p>Zone de créativité et de développement économique dédiée aux images numériques et aux industries créatives</p><br>;https://opendata.lillemetropole.fr/api/v2/catalog/datasets/reseau-de-tiers-lieux-de-la-mel/files/9b6289981cbdb7818916b8bc12585dae;"**Le lieu :**  
• Sur un site de 5 ha exceptionnellement réhabilité (ancienne usine textile), et dans un  
bâtiment (l’Imaginarium) de 8000 m 2 , un espace de coworking de 800m 2 vous accueille.

Ouvert de 9h à 17h45.  
• Le coworking est en libre accès pour tous. Il brasse des entreprises, des porteurs de projet,des étudiants, des chercheurs qui travaillent sur les lieux, des freelances...  
• Un coworking « nomade » uniquement (pas de places attitrées) : l'agencement change en fonction des réunions et événements divers.  
• Café en « libre accès » (chacun peut contribuer dans la tirelire attenante)  
• Cuisine mobile avec micro-ondes à disposition  
• De 12h30 à 14h : lunch corner, service de restauration rapide et food truck dans le jardin de la Plaine  
• Un espace « magazines », régulièrement mis à jour, à votre disposition au RdC haut.  
• La Plaine Images gère : 1) un incubateur de projets innovants à fort potentiel de  
développement ; 2) un accélérateur d'entreprises innovantes (entreprises déjà créées) ; 3) un  
hôtel d’entreprises pour des entreprises plus matures de la filière 4) un service de  
domiciliation ; 5) certains espaces peuvent être loués pour des événements (de 20 m 2 à 250 m2) ; 6) un showroom présentant la quasi-totalité des entreprises présentes sur le site ainsi que la formation (au travers de la présence de l’école Pôle IIID sur le site) et la recherche (présente sous forme d’un cluster réunissant Lille 1, Lille 3 et le CNRS).

**Animations :**  
• Permanences assurées par des experts sur le commercial, la propriété intellectuelle, le droit des sociétés... Toutes les 2 semaines sur réservation.  
• Permanences emploi avec des agents Pôle Emploi. Toutes les 2 semaines, sur réservation (sous réserve d’évolution de l’offre de services).  
• Événements en lien avec le secteur de l'image numérique et des industries créatives. Exemple : les 3 èmes rencontres de l'édition numérique, Forum des interactions tactiles et gestuelles, Plaine Emplois, Hackathon...  
• Des matinales avec intervention thématique d'un expert (développement commercial, export, actualités techniques...).  
• Des ateliers en lien avec le secteur de l'image numérique et des industries créatives.  
Exemple : atelier de création d'un storyboard en Turbomédia.  
• Service de veille prospective mais uniquement accessible aux entreprises de la filière régionale via une newsletter hebdomadaire.  
• Accompagnement pour répondre aux appels d’offre à marchés publics et aux appels à projets (service payant).   
→ Tout est gratuit (sauf l'accompagnement à la réponse aux appels d'offre).

Tarifs :  
• C'est gratuit !";56a9d6492b171f31ef61a2c4;contact@plaine-images.com;"{""addressCountry"": ""FR"", ""addressLocality"": ""TOURCOING"", ""streetAddress"": ""99 A Boulevard Constantin Descat"", ""postalCode"": ""59200"", ""codeInsee"": ""59599"", ""@type"": ""PostalAddress""}";"{""latitude"": 50.7017802, ""@type"": ""GeoCoordinates"", ""longitude"": 3.1587661}";Organization;Plaine Images;50.7017802;3.1587661;50.7017802,3.1587661;https://www.communecter.org/#@plaineImages;TOURCOING;59599;59200;99 A Boulevard Constantin Descat
