"ID Exporter les données","Exporter les données","Horodateur","Nom SP","Statut","EPN","Nature","Ouverture","Mail SP","Adresse SP","CP","Commune","Tél SP","Site SP","Accès équipement","Type équipement","Fixe mobile équipement","Lieu mobilité équipement","Conditions accès équipement","Coût accès équipement","Horaires équipement","Médnum","Compétences médnum","Fixe mobile médnum","Lieu mobilité médnum","Conditions accès médnum","Accompagnement médnum","Coût accès médnum","Fréquence médnum","Horaires médnum","Démarches","Démarches spécifiques","Type démarches","Fixe mobile démarches","Lieu mobilité démarches","Conditions accès démarches","Accompagnement démarches","Coût accès démarches","Fréquence démarches","Horaires démarches","Stockage","Coût stockage","vente matériel","typé vente matériel","connaissance aptic","intéréssée aptic","connaissance picto","intéréssée picto","Publics spécifiques","Publics","Territoire","Quel territoire","PMR","Transports en commun","Collaboration","Autres structures partenaires","Autres offres","chéques APTIC","LIEN PICTO aptic","LIEN PICTO ACCES","PICTO","Latitude","Longitude"
"1138","Le département du Nord","2018","Le département du Nord","Public","Non","Administration - Collectivité territoriale","lundi, mardi, jeudi et vendredi : 9h-12h/14h-17h, mercredi : 9h-13h/14h-16h","THERESE.GOUVART@lenord.fr   MURIELLE.CAUDRELIER@lenord.fr","13, Place du Commandant Richez","59360","Le Cateau-Cambrésis","03 59 73 39 00","https://lenord.fr/jcms/prd1_580752/les-maisons-de-services-au-public-msap","Oui","Un local, comportant au minimum un point d’accueil du public par l’animateur, un point d’attente assise et un espace confidentiel permettant des bonnes conditions d’entretiens, qu’ils soient en direct ou à distance via l’outil numérique.","Dans un lieu d'accueil fixe","","Accès libre","Gratuit","","Oui","Accès libre avec accompagnement personnalisé sur demande","","","","","","","","Non","","","","","","","","","","Non","","Non","","","","","","","Tout public","","","Oui","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto12.png","50,105676","3,54117"
"1139","Le département du Nord","2018","Le département du Nord","Public","Non","Administration - Collectivité territoriale","Du Lundi au Jeudi: 9H - 12H / 14H - 17H   Le vendredi : 9H - 13H / 14H – 16H","CHRISTOPHE.RYCKEBUSCH@lenord.fr   Karine.TRIQUET@lenord.fr","1 Rue de cassel","59122","Hondchoote","03/59/73/41/80","https://lenord.fr/jcms/prd1_580752/les-maisons-de-services-au-public-msap","Oui","Un local, comportant au minimum un point d’accueil du public par l’animateur, un point d’attente assise et un espace confidentiel permettant des bonnes conditions d’entretiens, qu’ils soient en direct ou à distance via l’outil numérique.","Dans un lieu d'accueil fixe","","Accès libre","Gratuit","","Oui","Accès libre avec accompagnement personnalisé sur demande","","","","","","","","Non","","","","","","","","","","Non","","Non","","","","","","","Tout public","","","Oui","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto12.png","50,976711","2,581248"
"1141","Association La Machinerie","2018","Association La Machinerie","Privé","Non","Association","Jeudi et Vendredi : 14h30 - 20h ; Samedi : 10h - 13h","contact@lamachinerie.org","56 rue du Viver","80000","AMIENS","0966851851.","http://lamachinerie.org","Non","","","","","","","Oui","Sessions Libres : Accès aux techniques et machines de fabrication numérique, Conseils par une équipe de Fabmanagers qui accompagnent et initient les usagers à se servir des outils de fabrication numérique","Dans un lieu d'accueil fixe","","","","Adhésion annuelle : 15€","","Accès libre aux horaires de Sessions Libres","Non","","","","","","","","","","Non","","Non","","","","","","","Tous public","","","PMR","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto2.png","49,892568","2,308748"
"1145","Association AREFEP","2018","Association AREFEP","Autre","Non","Association","le mardi de 9h30 à 11h30.","desnoulez-arefep@wanadoo.fr","17 rue des Mizelles","59480","LA BASSEE","07.81.76.04.67","","Non","","","","","","","Oui","Atelier MOBI'TIC - Initiation à la culture numérique, faciliter sa mobilité par le numérique.","Dans un lieu d'accueil fixe","","être bénéficiaire du RSA et résider sur la métropole lilloise ou territoire des Weppes","","Gratuit","","Atelier à Loos le lundi de 9h à 11h","Oui","","démarches administratives, démarches personnelles, démarches de recherche d'emploi","","","être bénéficiaire du RSA et résider sur la métropole lilloise ou territoire des Weppes","","Gratuit","","","Non","","Non","","","","","","","Personnes allocataires du RSA","","","non","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto23.png","50,5316","2,803053"
"1146","Association Solidarité Informatique","2018","Association Solidarité Informatique","Privé","Non","Association","voir site","contact@solidariteinformatique.org","6bis palce du Prieuré","59000","Lille","09.53.48.32.47","http://www.solidariteinformatique.org","Non","","","","","","","Oui","Initiation à l'informatique","","","Conditions de ressources","","Cotisation 10 euros","","","Non","","","","","","","","","","Non","","Oui","Don de matériel en fin de cursus","","","","","","public défavorisé","","","","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto2.png","50,63414","3,088287"
"1147","Mission Locale Flandre Intérieure","2018","Mission Locale Flandre Intérieure","Public","Non","Association","9h-12h et 13h30-17h30","siege.fi@aeffi.fr","14 rue Louis Warein","59190","HAZEBROUCK","03.28.50.38.00.","https://www.ml-flandreinterieure.com/les-antennes","Non","","","","","","","Oui","Les clés pour l’emploi - Créer ou modifier le CV et lettres de motivation, les envoyer, faire des recherches pour les offres d’emploi, et mettre à jour leur profil sur différents sites pour la santé / sécurité / social","","","Avoir entre 16 et 25 ans - Être déscolarisé","oui","gratuit","","","Non","","","","","","","","","","Non","","Non","","","","","","","Jeunes de 16 à 26 ans","","","oui","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto2.png","50,723516","2,534642"
"1149","PIXL","25/3/2020","PIXL","Public","Oui","Tiers-lieu & coworking, FabLab","lundi : 10h-12h / 13h30-17h ; mardi-mercredi : 10h-12h / 13h30-20h ; jeudi : 10h-12h / 13h30-17h ; vendredi : 10h-12h / 13h30-18h30","contact@pixl-grandsoissons.com","58 Boulevard Jeanne d'Arc","02200","Soissons","0323531754","http://www.pixl-grandsoissons.com/","Oui","Poste informatique connecté à internet, Tablette connectée à internet, Imprimante","Dans un lieu d'accueil fixe","Soissons","Libre","accessible en souscrivant à un abonnement ou une adhésion","Aux horaires d'ouverture de la structure","Non","","","","","","","","","Oui","Non, nous accompagnons tous types de démarches","","Dans un lieu d'accueil fixe","","Sur réservation, inscription ou prise de rendez-vous","Individuel","En souscrivant à un abonnement ou une adhésion","Occasionnelle","Sur réservation","","","Non","","Oui","Oui, nous souhaiterions recevoir des informations complémentaires sur la qualification #APTIC","Non","Oui, nous souhaiterions recevoir des informations complémentaires sur la solution Picto Access","Oui","QPV, demandeurs d'emploi","Non","","Oui","Facile","Oui","Centres sociaux, association, ..","Impression 3D, découpe vinyle, bordeuse numérique","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto13.png","49,375663","3,321607"
"1150","Humanis, caisse de retraite complémentaire","2018","Humanis, caisse de retraite complémentaire","Privé","Non","Association","9h-17h","eric.agostini@humanis.com","23 Boulevard du Général Leclerc,","59100","Roubaix","","https://humanis.com/particulier/activites-sociales/reseau-de-confiance/","Non","","","","","","","Oui","Réseau de confiance - Equipe d'animateurs qui initie les seniors à l'usage d'un réseau social privé et sécurisé, au sein d'ateliers de groupes visant à créer des lieux de convivialité","","","libre","oui, en petits groupes de 4 maximum","gratuit","","","Non","","","","","","","","","","Non","","Non","","","","","","","Seniors","","","non","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto2.png","50,688409","3,175862"
"1151","centre socio culturel","2018","centre socio culturel","Autre","Non","Centre social","9h-12h   14h-16h","centresocialareghem@wanadoo.fr","rue du calvaire - centre social Amilcar REGHEM","59920","QUIEVRECHAIN","0327090515","","Oui","mise à disposition de matériel informatique","Dans un lieu d'accueil fixe","","accès libre","gratuit ( adhésion 5€ à l'année)","","Non","","","","","","","","","Oui","","","Dans un lieu d'accueil fixe","","sur demande","","Gratuit","","","Non","","Non","","","","","","","tous publics","","","non","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto13.png","50,387113","3,66048"
"1152","Mission Locale Flandre Intérieure","2018","Mission Locale Flandre Intérieure","Public","Non","Administration - Collectivité territoriale","voir site internet","direction.mlfi@orange.fr","41 rue d’Ypres","59270","BAILLEUL","03.28.41.11.33","http://ml-flandre-interieure.fr/antennes/","Non","","","","","","","Oui","Les clés pour l’emploi - Créer ou modifier le CV et lettres de motivation, les envoyer, faire des recherches pour les offres d’emploi, et mettre à jour leur profil sur différents sites pour la santé / sécurité / social","","","Avoir entre 16 et 25 ans - Être déscolarisé","oui (12 conseillers professionnels) suivi personnalisé","gratuit","","","Non","","","","","","","","","","Non","","Non","","","","","","","Jeunes entre 16 et 25 ans","","","","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto2.png","50,740427","2,737405"
"1153","Mission Locale Flandre Intérieure","2018","Mission Locale Flandre Intérieure","Public","Non","Administration - Collectivité territoriale","voir site internet","direction.mlfi@orange.fr","6 bis, rue du duc de Berry","59253","LA GORGUE","03.28.48.95.27","http://ml-flandre-interieure.fr/antennes/","Non","","","","","","","Oui","Les clés pour l’emploi - Créer ou modifier le CV et lettres de motivation, les envoyer, faire des recherches pour les offres d’emploi, et mettre à jour leur profil sur différents sites pour la santé / sécurité / social","","","Avoir entre 16 et 25 ans - Être déscolarisé","oui (12 conseillers professionnels) suivi personnalisé","gratuit","","","Non","","","","","","","","","","Non","","Non","","","","","","","Jeunes entre 16 et 25 ans","Oui","pour les communes : La Gorgue – Estaires – Vieux Berquin – Le Doulie","","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto2.png","50,636492","2,704988"
"1154","Mission Locale Flandre Intérieure","2018","Mission Locale Flandre Intérieure","Public","Non","Administration - Collectivité territoriale","voir site internet","direction.mlfi@orange.fr","10 Avenue Clémenceau","59660","MERVILLE","03.28.48.93.05","http://ml-flandre-interieure.fr/antennes/","Non","","","","","","","Oui","Les clés pour l’emploi - Créer ou modifier le CV et lettres de motivation, les envoyer, faire des recherches pour les offres d’emploi, et mettre à jour leur profil sur différents sites pour la santé / sécurité / social","","","Avoir entre 16 et 25 ans - Être déscolarisé","oui (12 conseillers professionnels) suivi personnalisé","gratuit","","","Non","","","","","","","","","","Non","","Non","","","","","","","Jeunes entre 16 et 25 ans","","","","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto2.png","50,643891","2,641253"
"1155","Mission Locale Flandre Intérieure","2018","Mission Locale Flandre Intérieure","Public","Non","Administration - Collectivité territoriale","voir site internet","direction.mlfi@orange.fr","Place Jean-Marie Ryckewaert","59114","Steenvoorde","03.28.42.97.94","http://ml-flandre-interieure.fr/antennes/","Non","","","","","","","Oui","Les clés pour l’emploi - Créer ou modifier le CV et lettres de motivation, les envoyer, faire des recherches pour les offres d’emploi, et mettre à jour leur profil sur différents sites pour la santé / sécurité / social","","","Avoir entre 16 et 25 ans - Être déscolarisé","oui (12 conseillers professionnels) suivi personnalisé","gratuit","","","Non","","","","","","","","","","Non","","Non","","","","","","","Jeunes entre 16 et 25 ans","","","","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto2.png","50,809517","2,577857"
"1156","Mission Locale Flandre Intérieure","2018","Mission Locale Flandre Intérieure","Public","Non","Administration - Collectivité territoriale","voir site internet","direction.mlfi@orange.fr","20 Grand Place","59670","Cassel","03.28.50.07.09","http://ml-flandre-interieure.fr/antennes/","Non","","","","","","","Oui","Les clés pour l’emploi - Créer ou modifier le CV et lettres de motivation, les envoyer, faire des recherches pour les offres d’emploi, et mettre à jour leur profil sur différents sites pour la santé / sécurité / social","","","Avoir entre 16 et 25 ans - Être déscolarisé","oui (12 conseillers professionnels) suivi personnalisé","gratuit","","","Non","","","","","","","","","","Non","","Non","","","","","","","Jeunes entre 16 et 25 ans","","","","","","","","","","","http://hauts-de-france.drjscs.gouv.fr/sites/hauts-de-france.drjscs.gouv.fr/IMG/png/picto2.png","50,799819","2,48578"
